"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Este test verifica:
        1. El flujo hasta iniciar un trayecto por primera vez.
        2. La validación de un DNI repetido.
        3. La validación de un código de amigo.
        4. El mensaje y color del toast después de cada validación.
        5. La validacion del OTP.
        6. La correcta carga de todos los elementos esperados.
    ","34113","test_complete_onboarding","tests","2026-03-22","passed","2026-03-22","TestOnboarding","test_onboarding","",""
